CTID,C000,EMP_DEN,CA01,CA02,CA03,CE01,CE02,CE03,NS01,NS02,NS03,NS04,NS05,NS06,NS07,NS08,NS09,NS10,NS11,NS12,NS13,NS14,NS15,NS16,NS17,NS18,NS19,NS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02
17031801601,14587,#N/A,2361,8499,3727,1968,3777,8842,0,0,3,1067,1296,1486,1217,268,273,821,182,3639,510,818,335,1879,98,404,291,0,12125,1189,39,1078,8,148,12891,1696,1246,2435,3495,5050,8118,6469
17031801603,10600,#N/A,1616,6798,2186,597,1404,8599,0,0,0,18,5,137,20,10,8,586,8,16,7904,550,2,559,0,748,29,0,8308,992,32,1152,8,108,9600,1000,593,1310,2223,4858,5104,5496
17031801605,1082,#N/A,243,529,310,410,315,357,0,0,0,26,22,14,185,4,9,25,8,26,0,3,266,116,247,71,60,0,939,30,5,86,0,22,978,104,67,180,222,370,391,691
17031801606,3691,#N/A,418,2491,782,240,497,2954,0,0,76,284,32,1135,89,5,19,143,391,86,1168,26,93,17,83,27,12,5,2865,256,11,515,7,37,3396,295,226,535,868,1644,1745,1946
17031801607,5880,#N/A,966,3438,1476,687,1734,3459,0,0,6,61,249,45,1146,2,73,253,28,80,288,261,591,2453,0,226,107,11,4657,476,18,654,6,69,5171,709,470,977,1478,1989,2389,3491
17031801608,6422,#N/A,1639,3346,1437,1622,2276,2524,0,0,0,511,1276,119,1425,584,37,108,14,74,16,201,750,386,17,570,334,0,5357,610,33,354,2,66,5125,1297,758,1180,1428,1417,3696,2726
17031801701,266,#N/A,43,146,77,46,62,158,0,0,0,17,0,19,24,4,2,4,6,27,1,32,124,6,0,0,0,0,239,9,2,12,0,4,246,20,17,54,56,96,101,165
17031801702,2929,#N/A,476,1640,813,629,704,1596,0,0,0,95,59,319,41,18,14,44,25,96,583,211,382,156,139,175,54,518,2621,124,8,156,1,19,2655,274,195,498,729,1031,1343,1586
17031801800,11052,#N/A,2069,6669,2314,2452,2685,5915,0,0,0,121,150,291,1030,0,70,506,114,1816,757,1333,275,2907,137,795,750,0,8770,1272,29,847,18,116,9775,1277,825,1743,2621,3794,4430,6622
17031801901,3334,#N/A,597,1768,969,647,917,1770,0,0,0,127,197,563,421,88,253,365,57,127,11,92,36,294,230,291,182,0,2846,229,13,212,2,32,2900,434,292,591,814,1040,1845,1489
17031801902,617,#N/A,147,304,166,186,249,182,0,0,0,28,11,34,100,0,0,33,8,43,4,26,64,21,6,202,37,0,532,33,1,42,0,9,523,94,59,118,119,174,283,334
17031802002,1490,#N/A,287,760,443,414,539,537,0,0,0,112,129,15,75,10,3,9,27,34,0,108,307,543,42,20,56,0,1151,78,5,232,1,23,1310,180,153,231,332,487,549,941
17031802003,1287,#N/A,234,754,299,182,456,649,0,0,0,254,38,442,30,112,0,25,1,3,0,2,118,9,1,209,43,0,1088,104,5,68,1,21,1122,165,130,278,298,347,695,592
17031802004,1284,#N/A,179,762,343,256,488,540,0,0,0,44,8,67,160,67,4,336,12,68,0,23,21,337,1,48,88,0,875,110,4,273,1,21,1135,149,105,211,324,465,584,700
17031802100,910,#N/A,311,382,217,531,215,164,0,0,0,4,0,2,7,5,0,9,6,18,0,6,0,84,518,217,34,0,809,40,2,45,0,14,813,97,81,134,156,228,388,522
17031802200,2743,#N/A,485,1557,701,530,666,1547,0,0,0,31,5,38,89,11,0,230,53,772,2,145,198,306,94,193,134,442,2356,134,11,208,3,31,2486,257,173,403,593,1089,1175,1568
17031802300,5680,#N/A,1439,3114,1127,1180,1728,2772,0,0,0,118,530,525,456,186,282,139,29,418,743,304,165,625,117,849,194,0,4671,505,25,405,8,66,4894,786,484,880,1192,1685,3022,2658
17031802402,3592,#N/A,749,1938,905,751,1854,987,0,0,0,141,1464,267,65,64,13,13,4,125,0,140,136,310,27,705,118,0,3030,250,25,227,6,54,2601,991,642,662,777,762,1940,1652
17031802403,168,#N/A,48,84,36,50,53,65,0,0,0,3,0,20,85,1,0,31,3,5,0,0,0,1,2,12,5,0,137,12,0,16,0,3,153,15,15,26,38,41,78,90
17031802404,1717,#N/A,508,820,389,621,860,236,0,0,0,9,10,5,908,17,0,8,1,13,0,27,11,353,0,311,44,0,1335,208,11,137,1,25,1389,328,224,321,362,302,795,922
17031802503,478,#N/A,123,249,106,192,158,128,0,0,0,35,2,6,125,20,0,22,13,40,29,13,1,69,2,97,4,0,394,32,6,32,2,12,404,74,50,85,97,123,223,255
17031802504,3487,#N/A,528,2046,913,582,1053,1852,0,0,0,249,758,341,86,10,106,4,20,54,107,156,1163,241,0,120,72,0,3088,147,11,200,3,38,2775,712,412,639,827,1081,1648,1839
17031802505,12209,#N/A,1708,7086,3415,1569,3722,6918,0,0,0,504,4155,1630,277,588,195,35,139,1418,52,943,264,409,261,341,702,296,10234,903,53,868,12,139,9764,2445,1677,2435,3094,3295,8027,4182
17031802506,816,#N/A,160,440,216,265,378,173,0,0,0,20,0,11,241,5,0,15,0,69,0,3,1,84,6,344,17,0,696,56,3,42,1,18,674,142,108,176,185,187,386,430
17031802605,2551,#N/A,591,1355,605,631,683,1237,1,0,0,241,856,194,233,76,1,104,4,49,30,46,63,127,120,378,28,0,2170,179,9,163,1,29,2202,349,239,431,540,750,1489,1062
17031802607,705,#N/A,94,416,195,112,258,335,0,0,0,47,21,311,103,3,0,51,1,15,0,9,2,20,0,12,2,108,634,36,3,26,0,6,645,60,60,138,186,227,459,246
17031802608,1196,#N/A,202,643,351,398,262,536,0,0,0,55,6,21,97,27,37,19,34,39,0,48,587,38,71,70,47,0,1106,36,2,42,1,9,1085,111,81,210,279,424,537,659
17031802609,3886,#N/A,829,2045,1012,1720,1977,189,0,0,0,36,11,38,1,22,0,0,24,44,1,3666,4,4,3,1,31,0,2822,600,52,276,26,110,2743,1143,775,855,828,599,2263,1623
17031802610,85,#N/A,17,54,14,18,48,19,0,0,0,27,0,2,1,14,0,1,0,20,0,0,1,14,0,5,0,0,78,5,0,0,2,0,85,0,10,17,21,20,48,37
17031802701,2260,#N/A,703,1004,553,963,757,540,0,0,0,27,0,1,1253,8,7,65,5,26,8,29,323,64,22,387,35,0,1898,215,7,115,2,23,1929,331,195,395,478,489,901,1359
17031802702,7388,#N/A,1342,4256,1790,885,2288,4215,0,0,0,71,943,696,1677,98,596,487,0,209,560,133,133,1258,43,172,297,15,5510,1065,22,708,3,80,6525,863,618,1322,1904,2202,3694,3694
17031802801,941,#N/A,172,509,260,241,259,441,0,0,0,51,12,25,75,10,4,40,1,26,0,1,406,125,15,82,68,0,870,38,0,27,0,6,844,97,48,160,231,330,405,536
17031802802,1904,#N/A,330,1059,515,334,375,1195,0,0,0,56,405,79,93,70,46,53,12,49,497,17,324,94,19,48,42,0,1593,107,5,188,0,11,1681,223,150,329,435,660,958,946
17031802900,2620,#N/A,758,1260,602,897,828,895,0,0,0,37,0,25,800,6,25,66,49,241,23,144,474,272,126,312,20,0,2273,180,7,132,1,27,2321,299,146,449,553,714,1130,1490
17031803005,6886,#N/A,1111,4075,1700,1349,1767,3770,0,0,0,471,562,855,638,62,13,99,264,1555,0,173,18,1507,46,263,360,0,5646,562,23,584,7,64,6111,775,547,1167,1621,2440,3801,3085
17031803007,539,#N/A,131,281,127,188,204,147,0,0,0,24,0,22,4,26,1,50,33,44,0,26,21,85,3,55,145,0,475,16,0,37,2,9,454,85,51,80,125,152,211,328
17031803008,874,#N/A,281,381,212,393,273,208,0,0,0,18,3,8,476,4,1,40,14,71,0,9,56,8,5,99,62,0,733,79,1,54,1,6,770,104,74,143,189,187,370,504
17031803010,1360,#N/A,328,719,313,418,278,664,0,0,0,18,38,11,28,5,35,13,61,151,39,51,21,107,282,135,64,301,1219,39,5,77,2,18,1255,105,78,201,295,458,716,644
17031803012,2035,#N/A,574,1015,446,804,581,650,0,0,0,112,171,95,615,7,1,53,15,272,348,47,0,43,0,176,80,0,1706,207,7,99,1,15,1728,307,185,395,441,440,1160,875
17031803013,601,#N/A,91,337,173,204,122,275,0,0,0,19,0,15,6,10,1,6,6,48,3,12,323,48,20,55,29,0,549,17,1,33,0,1,540,61,50,77,141,242,262,339
17031803014,489,#N/A,53,307,129,97,95,297,0,0,0,18,2,6,8,50,0,11,2,7,0,20,338,5,0,16,6,0,456,6,0,25,0,2,454,35,33,82,95,226,233,256
17031803015,219,#N/A,33,127,59,51,86,82,0,0,0,37,0,18,0,3,0,1,3,33,0,65,22,11,1,11,14,0,197,5,2,14,0,1,200,19,21,43,52,70,136,83
17031803016,604,#N/A,110,309,185,257,174,173,0,0,0,2,0,5,167,3,0,0,43,3,0,1,315,30,0,31,4,0,456,34,6,103,0,5,541,63,55,108,157,174,188,416
17031803017,866,#N/A,264,413,189,389,310,167,0,0,0,26,5,10,172,24,0,4,13,6,0,16,69,113,0,341,67,0,736,59,4,53,1,13,745,121,76,144,185,197,406,460
17031803100,446,#N/A,103,216,127,115,185,146,0,0,0,38,16,5,9,2,3,41,2,17,0,4,1,223,0,14,40,31,400,24,1,18,0,3,403,43,26,69,107,141,156,290
17031803200,1156,#N/A,207,545,404,369,498,289,0,0,0,22,9,17,15,2,1,11,7,84,0,28,52,741,0,53,114,0,909,64,1,169,0,13,1017,139,98,188,298,365,381,775
17031803300,3340,#N/A,1033,1492,815,1344,1010,986,0,0,0,24,143,15,496,24,285,229,26,139,141,288,62,174,677,443,174,0,3022,135,4,152,2,25,3033,307,215,546,696,850,1485,1855
17031803400,11974,#N/A,5486,4410,2078,6961,3124,1889,0,0,0,145,118,33,10105,23,32,147,21,151,0,38,21,79,0,126,70,865,9487,1721,73,468,19,206,9862,2112,893,1710,2086,1799,6119,5855
17031803500,1238,#N/A,244,657,337,323,457,458,0,0,0,21,24,19,83,3,3,15,3,38,0,2,265,640,29,67,26,0,1082,56,3,79,1,17,1122,116,74,197,300,423,361,877
17031803603,889,#N/A,112,575,202,121,125,643,0,0,0,46,3,28,37,3,3,22,6,62,0,34,2,1,78,0,13,551,840,9,1,30,0,9,816,73,51,145,213,368,648,241
17031803604,3102,#N/A,385,1640,1077,732,940,1430,0,0,0,14,5,24,157,17,162,116,33,178,0,44,1888,270,18,60,116,0,2832,85,5,152,1,27,2807,295,164,471,782,1300,807,2295
17031803605,1760,#N/A,559,808,393,738,593,429,0,0,0,40,3,19,819,6,0,37,16,32,0,0,377,253,0,91,67,0,1481,150,5,107,2,15,1490,270,151,291,378,381,761,999
17031803606,1474,#N/A,362,805,307,396,532,546,0,0,0,30,16,32,598,10,0,137,6,308,0,36,7,54,4,207,29,0,1223,119,4,115,1,12,1254,220,136,257,306,413,763,711
17031803607,131,#N/A,13,69,49,59,50,22,0,0,0,14,1,6,0,10,0,0,1,11,0,26,51,2,3,3,3,0,128,0,0,3,0,0,128,3,11,26,40,41,71,60
17031803608,2528,#N/A,647,1350,531,705,876,947,0,0,0,51,9,86,585,1305,3,30,19,100,2,38,0,23,75,78,124,0,2040,342,13,95,1,37,2185,343,243,544,632,462,1741,787
17031803610,2386,#N/A,410,1267,709,1235,775,376,0,0,0,47,2,81,42,390,52,106,122,101,0,29,11,1182,49,120,35,17,1588,586,18,167,5,22,1931,455,362,465,650,499,817,1569
17031803611,130,#N/A,32,67,31,38,47,45,0,0,0,6,0,0,0,13,0,0,67,10,0,1,0,3,4,22,4,0,108,7,3,8,0,4,98,32,18,21,23,36,68,62
17031803612,645,#N/A,174,417,54,44,147,454,0,0,0,0,0,25,0,16,0,0,0,596,0,2,2,1,0,0,3,0,541,34,1,57,0,12,582,63,37,86,148,200,346,299
17031803701,1690,#N/A,424,900,366,443,568,679,0,0,0,141,185,47,30,13,2,112,17,279,0,68,25,167,66,330,208,0,1495,74,6,87,3,25,1518,172,134,251,394,487,853,837
17031803702,3583,#N/A,588,1875,1120,1502,1012,1069,0,0,0,50,138,13,70,4,23,559,4,128,0,190,520,1616,33,140,64,31,2832,556,14,148,3,30,3264,319,368,717,879,1031,1164,2419
17031803800,4860,#N/A,996,2507,1357,893,1970,1997,2,0,0,369,2350,152,395,230,3,14,14,151,0,258,166,76,265,261,154,0,4214,288,36,283,3,36,3613,1247,824,976,1099,965,2957,1903
17031803901,7791,#N/A,1123,4442,2226,892,1737,5162,0,1,0,796,2636,412,291,43,548,206,37,390,9,256,105,1276,464,222,99,0,6657,459,34,552,6,83,6953,838,593,1393,2051,2631,4505,3286
17031803902,771,#N/A,224,363,184,368,235,168,0,0,0,13,0,4,259,2,0,27,3,77,0,131,0,36,0,85,30,104,633,90,2,34,0,12,693,78,58,168,191,130,327,444
17031804000,723,#N/A,222,340,161,332,141,250,0,0,0,50,0,0,4,4,67,65,0,2,0,15,32,222,120,12,25,105,671,14,4,29,1,4,661,62,42,113,166,180,325,398
17031804102,5251,#N/A,841,2790,1620,1725,1418,2108,5,0,0,65,22,34,88,5,1,114,113,140,359,26,3458,755,9,8,49,0,4521,362,9,307,2,50,4856,395,261,828,1235,2086,2237,3014
17031804104,726,#N/A,201,338,187,309,265,152,0,0,0,44,16,61,194,8,0,6,0,32,0,8,61,51,0,36,209,0,634,31,3,53,0,5,654,72,59,117,144,205,259,467
17031804105,6815,#N/A,755,4650,1410,366,989,5460,0,0,0,461,694,123,195,4,17,109,61,4122,555,74,39,100,17,206,38,0,5428,388,18,898,11,72,5964,851,446,808,1345,3461,4512,2303
17031804106,1302,#N/A,275,719,308,389,443,470,0,0,0,132,7,66,23,40,1,113,19,208,0,101,27,231,15,180,139,0,979,153,9,147,5,9,1189,113,118,217,300,392,613,689
17031804108,766,#N/A,146,451,169,207,231,328,0,0,0,4,5,55,107,7,29,124,20,114,0,10,0,53,0,207,31,0,637,46,1,73,0,9,678,88,62,111,165,282,386,380
17031804109,1209,#N/A,309,671,229,363,463,383,0,0,0,9,1,22,8,5,0,71,8,163,9,403,1,468,15,2,24,0,871,203,6,108,1,20,979,230,112,201,270,317,477,732
17031804201,12799,#N/A,2637,7490,2672,2074,2839,7886,7,0,0,540,469,667,1223,201,51,822,57,576,5150,336,233,558,424,1099,148,238,10614,836,44,1131,10,164,11435,1364,918,2086,2928,4230,6555,6244
17031804202,3032,#N/A,608,1677,747,556,708,1768,0,0,0,57,96,515,253,22,551,281,66,274,0,93,23,181,16,379,225,0,2584,171,12,234,4,27,2709,323,189,443,647,1145,1590,1442
17031804305,541,#N/A,102,293,146,189,182,170,0,0,0,23,14,4,48,10,0,71,0,57,0,10,3,20,0,39,242,0,472,31,3,31,1,3,444,97,60,115,147,117,258,283
17031804306,481,#N/A,151,231,99,244,161,76,0,0,0,17,4,2,16,4,0,1,0,2,0,42,158,34,196,0,5,0,405,39,2,25,1,9,433,48,40,74,101,115,185,296
17031804308,2225,#N/A,768,1013,444,981,801,443,0,0,0,73,118,15,840,16,130,103,9,30,0,338,36,106,5,306,100,0,1814,253,7,128,1,22,1849,376,228,415,445,369,1080,1145
17031804309,2637,#N/A,799,1294,544,871,1115,651,0,0,0,22,249,59,1058,7,44,30,42,7,0,113,19,428,22,504,33,0,2005,386,12,208,1,25,2151,486,291,490,545,512,1239,1398
17031804310,578,#N/A,179,283,116,238,194,146,0,0,0,19,16,19,24,28,2,29,4,64,0,77,5,36,23,197,35,0,466,47,3,56,0,6,486,92,57,92,123,127,313,265
17031804311,503,#N/A,76,291,136,104,130,269,0,0,0,20,181,11,0,6,3,13,1,87,0,59,0,91,4,5,22,0,369,33,7,85,2,7,398,105,64,90,111,162,294,209
17031804403,660,#N/A,214,308,138,288,254,118,0,0,0,7,6,6,304,1,4,32,8,49,3,7,1,135,0,90,7,0,556,48,2,48,1,5,482,178,66,131,126,123,274,386
17031804404,435,#N/A,128,217,90,129,211,95,0,0,0,12,0,28,63,3,0,2,3,3,0,4,0,274,38,5,0,0,378,31,4,21,0,1,329,106,41,63,116,87,126,309
17031804405,287,#N/A,84,136,67,87,93,107,0,0,0,12,6,0,102,5,0,4,33,3,0,16,0,0,4,55,47,0,264,11,2,7,0,3,223,64,31,58,76,38,195,92
17031804406,870,#N/A,173,507,190,119,278,473,0,31,0,171,71,45,339,16,2,0,25,4,0,23,0,44,0,9,90,0,758,50,5,47,0,10,638,232,129,192,212,164,645,225
17031804505,3643,#N/A,666,1942,1035,1111,1402,1130,0,0,0,53,334,882,61,1,1,49,0,22,0,1488,50,128,0,184,88,302,2935,320,36,277,10,65,2529,1114,745,714,792,726,2041,1602
17031804506,1187,#N/A,354,598,235,387,380,420,0,0,0,47,0,28,360,7,0,71,8,124,8,30,108,17,3,147,21,208,1004,96,9,69,0,9,1030,157,92,184,268,289,539,648
17031804507,1935,#N/A,363,1144,428,332,479,1124,3,4,0,318,511,151,67,44,14,3,2,69,0,325,0,122,108,23,84,87,1694,82,8,128,3,20,1461,474,293,416,454,409,1310,625
17031804508,1053,#N/A,211,522,320,271,468,314,0,0,0,81,323,36,443,7,0,25,7,20,0,11,0,31,0,48,21,0,881,93,8,64,0,7,857,196,140,279,247,176,617,436
17031804509,906,#N/A,212,501,193,224,359,323,0,0,0,4,142,5,82,25,101,1,3,14,0,0,0,226,0,8,52,243,762,58,3,72,4,7,733,173,88,160,224,222,428,478
17031804510,668,#N/A,120,371,177,159,440,69,0,0,0,13,1,2,29,1,0,3,1,2,0,517,0,39,0,21,39,0,528,58,6,48,4,24,505,163,105,163,159,121,371,297
17031804511,397,#N/A,150,189,58,175,146,76,0,0,0,2,0,0,30,2,0,0,0,2,0,9,0,219,82,38,13,0,290,19,0,84,0,4,311,86,41,33,83,90,147,250
17031804603,51179,#N/A,13078,28143,9958,13065,13842,24272,0,4,63,929,1371,6708,7417,383,2096,5245,438,6414,629,6884,506,2716,3234,4683,1459,0,40572,5648,196,4078,48,637,44747,6432,3973,8125,11040,14963,24783,26396
17031804606,1761,#N/A,519,825,417,697,778,286,0,0,0,14,6,5,803,17,0,28,1,59,0,12,50,432,5,279,50,0,1287,272,5,181,3,13,1547,214,196,319,390,337,706,1055
17031804607,515,#N/A,154,226,135,247,160,108,0,0,0,54,4,13,40,31,1,16,27,58,1,13,35,67,12,105,38,0,419,19,2,72,0,3,468,47,40,85,116,120,219,296
17031804608,2697,#N/A,477,1468,752,569,311,1817,0,0,0,7,1,3,38,4,0,0,5,18,0,3,2538,16,0,51,13,0,2479,38,4,151,1,24,2495,202,112,385,653,1070,528,2169
17031804609,10918,#N/A,2181,6785,1952,1247,2411,7260,0,0,0,139,138,1168,696,20,341,753,153,1499,1295,1977,2273,68,11,170,217,0,8259,1512,34,987,3,123,9693,1225,749,1670,2346,3972,5875,5043
17031804610,242,#N/A,47,130,65,56,94,92,0,0,65,9,0,3,13,3,2,6,2,7,0,8,0,77,0,18,29,0,178,15,0,46,0,3,222,20,15,39,56,85,116,126
17031804611,1125,#N/A,200,662,263,247,281,597,0,0,0,23,5,4,22,11,26,4,4,61,0,9,1,191,2,166,11,585,1025,40,1,46,1,12,1048,77,44,196,278,407,622,503
17031804701,9478,#N/A,1674,5561,2243,1452,2825,5201,0,0,0,220,579,630,453,61,75,296,115,742,92,105,9,4724,50,899,56,372,7636,487,32,1203,8,112,8393,1085,657,1473,2392,3282,3719,5759
17031804705,525,#N/A,155,249,121,365,92,68,0,0,0,3,2,0,2,6,0,2,1,20,1,12,0,0,472,3,1,0,475,11,3,30,0,6,480,45,33,100,116,121,251,274
17031804706,1518,#N/A,373,824,321,395,450,673,0,0,0,7,4,4,388,0,2,27,2,65,0,3,343,473,0,68,132,0,1240,126,4,129,0,19,1324,194,94,237,342,472,753,765
17031804709,3489,#N/A,948,1760,781,1168,1384,937,9,0,0,43,6,14,537,14,56,528,2,53,0,565,94,994,30,277,223,44,2695,323,18,398,5,50,2948,541,347,569,706,919,1415,2074
17031804710,368,#N/A,52,202,114,75,100,193,0,0,0,13,0,5,3,13,0,0,0,8,0,0,318,4,0,0,4,0,345,4,0,19,0,0,341,27,19,55,90,152,175,193
17031804711,654,#N/A,245,275,134,294,239,121,0,0,0,5,2,0,460,22,0,17,16,13,0,4,0,92,0,20,3,0,535,59,2,48,1,9,568,86,53,109,135,112,340,314
17031804712,98,#N/A,12,67,19,22,26,50,0,0,0,24,1,6,0,7,1,7,1,25,0,7,0,4,0,9,6,0,76,1,0,21,0,0,84,14,8,16,28,34,56,42
17031804713,801,#N/A,202,434,165,172,267,362,0,0,0,15,0,6,443,7,75,40,46,20,0,21,0,28,0,54,46,0,683,59,1,49,1,8,672,129,79,135,178,207,498,303
17031804714,2230,#N/A,307,1321,602,368,457,1405,0,0,0,12,71,335,8,103,0,1,5,74,106,15,7,106,0,19,4,1364,1811,281,11,108,0,19,1962,268,165,485,645,628,1506,724
17031804715,203,#N/A,34,116,53,59,103,41,0,0,0,7,0,0,13,1,0,10,5,18,18,0,4,33,0,67,27,0,145,14,0,40,0,4,178,25,26,34,49,60,113,90
17031804716,979,#N/A,353,379,247,592,207,180,0,0,0,7,25,1,98,0,1,5,1,22,0,28,4,47,615,74,51,0,821,23,5,113,0,17,892,87,64,159,187,216,459,520
17031804803,7716,#N/A,1409,4380,1927,1649,2748,3319,0,10,0,1029,1268,959,586,1625,92,42,30,162,1,972,11,173,16,336,404,0,6561,669,37,360,13,76,6280,1436,984,1699,1941,1683,5352,2364
17031804804,1075,#N/A,216,603,256,242,356,477,0,0,21,118,244,109,99,81,1,9,20,32,0,25,2,103,0,151,60,0,891,44,7,119,1,13,896,179,125,215,254,265,619,456
17031804805,405,#N/A,68,231,106,102,159,144,0,0,0,77,3,10,44,12,0,49,24,41,2,25,7,25,11,8,67,0,342,24,5,19,1,14,314,91,59,84,100,94,194,211
17031804806,372,#N/A,149,147,76,167,155,50,0,0,0,10,1,1,240,10,0,7,0,11,0,0,0,1,0,86,5,0,317,29,3,18,2,3,301,71,24,71,79,49,231,141
17031804807,2798,#N/A,701,1482,615,1439,990,369,0,0,0,14,6,53,80,22,0,10,10,35,0,14,0,46,0,2473,35,0,1979,642,23,109,5,40,2272,526,406,642,633,416,1376,1422
17031804808,103,#N/A,19,59,25,28,39,36,0,0,0,22,0,5,0,6,0,0,0,11,0,2,3,49,0,0,5,0,79,10,1,13,0,0,72,31,17,18,22,27,50,53
17031804809,138,#N/A,28,76,34,58,57,23,0,0,0,11,2,6,44,10,0,0,4,17,0,2,3,24,0,9,6,0,126,6,0,6,0,0,116,22,20,29,31,30,57,81
17031804810,2037,#N/A,590,946,501,897,784,356,0,0,0,42,2,18,112,5,277,55,36,42,0,190,20,460,16,439,323,0,1645,157,3,205,1,26,1774,263,177,355,456,459,737,1300
17031804901,2217,#N/A,352,1221,644,549,567,1101,0,0,0,156,221,215,128,64,191,111,43,135,0,21,66,160,6,98,203,399,2050,66,5,79,2,15,2047,170,131,410,597,727,1180,1037
17031804902,375,#N/A,132,180,63,214,110,51,0,0,0,31,2,5,140,13,0,1,0,11,0,10,27,15,31,68,21,0,303,33,1,33,0,5,321,54,30,66,78,69,201,174
17031805001,120,#N/A,15,70,35,41,39,40,0,0,0,46,1,1,3,6,0,2,9,9,0,6,12,19,0,2,4,0,105,5,0,7,1,2,108,12,10,26,30,39,68,52
17031805002,1053,#N/A,375,431,247,649,242,162,0,0,0,25,2,1,267,31,5,50,54,16,0,5,1,41,413,116,26,0,925,52,3,68,0,5,946,107,77,162,225,214,450,603
17031805105,8163,#N/A,1794,4710,1659,1771,2403,3989,0,0,0,882,312,714,476,104,315,351,82,951,22,1697,370,424,4,1198,261,0,6440,828,31,780,11,73,7085,1078,769,1416,1883,2301,4681,3482
17031805106,1742,#N/A,452,889,401,712,680,350,0,0,0,31,0,13,274,9,13,19,10,5,0,3,0,1318,0,36,11,0,1297,307,3,105,1,29,1542,200,147,342,438,363,601,1141
17031805107,9930,#N/A,1636,5615,2679,1587,2662,5681,0,0,0,676,761,830,763,697,606,481,61,1056,362,604,1400,527,11,794,249,52,8159,775,31,853,14,98,8732,1198,789,1792,2451,3262,5112,4818
17031805108,827,#N/A,149,449,229,220,258,349,0,0,0,32,25,14,154,26,6,12,20,60,0,7,235,111,0,114,11,0,683,30,1,103,0,10,739,88,70,153,187,268,368,459
17031805109,745,#N/A,174,382,189,261,335,149,0,0,3,32,0,11,259,12,3,22,2,14,0,22,26,121,10,109,98,1,607,48,2,69,1,18,633,112,86,147,159,179,332,413
17031805110,802,#N/A,123,445,234,212,384,206,0,0,0,34,5,13,17,10,2,9,3,47,1,7,35,526,0,55,38,0,583,104,4,100,2,9,691,111,83,144,218,234,302,500
17031805111,4374,#N/A,753,2562,1059,693,1316,2365,0,0,0,768,545,424,822,129,80,60,160,207,154,373,0,83,42,352,175,0,3686,269,21,357,4,37,3707,667,486,943,1062,1130,2909,1465
17031805112,3374,#N/A,586,1965,823,371,873,2130,0,0,36,194,414,373,326,1091,128,3,55,291,0,24,149,174,0,72,44,0,2765,350,15,207,3,34,2582,792,446,725,810,807,2450,924
17031805201,1026,#N/A,283,483,260,286,504,236,0,0,0,27,1,18,447,11,0,32,0,11,0,2,102,307,1,49,18,0,658,149,3,196,3,17,904,122,93,189,194,267,411,615
17031805202,887,#N/A,192,468,227,253,377,257,0,0,0,48,0,7,92,16,0,28,16,94,0,3,71,478,17,13,4,0,609,138,5,122,1,12,755,132,98,162,212,223,324,563
17031805301,493,#N/A,207,175,111,303,135,55,0,0,0,19,0,5,325,9,3,6,3,8,1,1,1,6,22,79,5,0,371,65,1,46,3,7,414,79,54,73,71,88,193,300
17031805302,162,#N/A,37,90,35,51,71,40,0,0,0,25,16,0,31,0,0,10,3,6,0,10,1,27,0,30,3,0,112,15,0,31,0,4,132,30,14,31,33,47,91,71
17031805401,345,#N/A,55,166,124,116,108,121,0,0,0,19,0,2,21,1,0,9,0,24,0,7,136,86,1,21,18,0,311,6,0,27,0,1,325,20,28,53,87,122,157,188
17031805402,1828,#N/A,451,903,474,717,538,573,0,0,0,79,29,60,686,36,0,61,17,72,0,3,3,206,13,133,43,387,1532,100,10,157,5,24,1601,227,137,374,390,476,952,876
17031805501,1934,#N/A,468,943,523,677,674,583,0,0,0,73,14,8,308,2,7,84,90,180,0,116,46,421,135,208,242,0,1619,185,3,109,0,18,1731,203,151,368,470,477,830,1104
17031805502,3056,#N/A,726,1641,689,963,1193,900,6,0,0,178,1,155,117,6,44,239,45,453,0,1057,84,269,5,224,173,0,2435,338,22,204,9,48,2399,657,376,547,658,749,1424,1632
17031805600,2311,#N/A,316,1282,713,599,441,1271,0,0,0,29,5,12,86,38,128,79,11,53,0,208,1046,84,1,91,123,317,2121,96,3,70,2,19,2146,165,103,316,591,985,806,1505
17031805701,1231,#N/A,214,686,331,370,205,656,0,0,0,40,1,4,6,8,0,4,8,30,0,10,918,1,135,26,40,0,1131,26,4,61,1,8,1151,80,58,175,242,542,579,652
17031805702,910,#N/A,146,560,204,187,195,528,0,0,0,5,2,33,0,6,299,93,11,107,0,21,94,104,0,18,117,0,650,212,0,39,1,8,825,85,59,169,220,316,451,459
17031805801,255,#N/A,98,100,57,165,49,41,0,0,0,15,0,4,0,1,1,0,23,4,0,4,19,18,151,0,15,0,240,2,0,10,0,3,235,20,19,40,47,51,122,133
17031805802,673,#N/A,127,330,216,168,216,289,0,0,0,26,3,106,139,14,0,35,4,41,0,88,36,96,2,25,58,0,585,40,3,35,3,7,597,76,49,130,161,206,339,334
17031805901,3993,#N/A,665,2338,990,777,1223,1993,0,0,0,24,63,225,40,93,274,92,756,638,8,276,204,808,48,215,131,98,3118,397,11,432,1,34,3504,489,331,686,970,1341,1832,2161
17031805902,6698,#N/A,997,3829,1872,939,2228,3531,0,0,0,32,9,2,174,12,1,9,1,8,0,32,440,5867,0,84,26,1,4963,739,25,896,5,70,6010,688,449,1062,1851,2339,1790,4908
