CTID,C000,EMP_DEN,CA01,CA02,CA03,CE01,CE02,CE03,NS01,NS02,NS03,NS04,NS05,NS06,NS07,NS08,NS09,NS10,NS11,NS12,NS13,NS14,NS15,NS16,NS17,NS18,NS19,NS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02
17031620200,540,3.78701036,129,272,139,138,256,146,0,0,0,4,112,6,161,17,0,18,9,28,0,50,0,47,0,54,34,0,435,58,3,39,0,5,379,161,100,119,112,80,265,275
17031620300,494,2.014907198,123,251,120,135,262,97,0,0,0,7,4,7,166,4,0,86,6,0,0,24,22,59,0,89,20,0,414,51,8,16,0,5,297,197,81,91,117,82,185,309
17031620400,111,0.684463734,27,64,20,32,41,38,0,0,0,7,0,36,4,3,0,9,0,5,0,4,0,28,0,3,12,0,92,13,2,4,0,0,65,46,20,11,37,16,63,48
17031630100,117,0.931917264,20,58,39,24,71,22,0,0,0,0,75,12,11,0,0,0,1,0,0,0,0,0,0,9,9,0,90,11,1,10,1,4,65,52,36,20,21,20,76,41
17031630200,1468,9.367478869,254,767,447,403,248,817,0,0,0,44,35,1178,20,119,0,0,6,1,0,0,0,5,0,28,32,0,1040,398,12,5,3,10,1077,391,214,380,389,231,1088,380
17031630300,2141,8.79189145,577,1074,490,1102,959,80,0,0,0,19,16,7,428,5,0,16,0,6,0,1461,0,32,31,92,28,0,1365,571,28,116,13,48,1543,598,421,438,424,281,1076,1065
17031630400,212,1.303354511,57,108,47,71,107,34,0,0,0,1,7,17,95,1,0,0,0,3,0,4,0,49,0,23,12,0,139,32,5,33,0,3,154,58,36,43,40,36,86,126
17031630500,208,1.279743227,34,118,56,55,131,22,0,0,0,0,2,0,34,4,8,48,0,2,0,7,0,78,0,8,17,0,158,31,5,11,1,2,116,92,47,47,54,26,70,138
17031630800,231,1.42543887,81,111,39,120,87,24,0,0,0,2,18,0,15,11,0,18,0,0,0,0,0,27,8,117,15,0,167,50,2,8,0,4,159,72,46,45,29,30,107,124
17031630900,259,1.588666014,55,134,70,68,171,20,0,0,0,3,0,1,106,11,0,1,0,1,0,0,41,9,0,25,61,0,203,33,0,17,2,4,165,94,74,55,51,24,137,122
17031640100,89,1.105087581,30,32,27,29,51,9,0,0,0,0,34,0,4,3,0,0,0,1,0,0,0,0,0,43,4,0,58,25,0,5,0,1,70,19,18,7,17,17,40,49
17031640300,933,2.850379513,137,496,300,242,494,197,0,1,0,21,18,89,67,46,0,41,14,408,0,114,43,42,0,19,10,0,749,131,11,40,0,2,580,353,206,187,235,168,510,423
17031640400,2002,6.069100532,232,1287,483,172,610,1220,0,0,0,693,747,391,13,5,0,0,18,29,0,37,0,27,0,21,21,0,1793,84,8,92,0,25,1684,318,272,528,567,403,1602,400
17031640500,90,0.550255018,9,52,29,35,26,29,0,0,0,9,0,5,0,13,0,0,0,7,0,4,32,10,0,3,7,0,83,2,0,3,0,2,80,10,12,14,22,33,36,54
17031640600,263,1.613226821,47,148,68,58,93,112,0,0,0,41,31,6,59,16,0,17,3,15,0,7,0,33,0,22,13,0,230,20,2,9,1,1,223,40,18,61,76,61,137,126
17031640700,325,2.001421642,100,158,67,163,116,46,0,0,0,6,6,1,36,4,0,18,0,55,0,0,3,1,0,171,24,0,257,47,5,10,0,6,232,93,48,58,69,50,168,157
17031640800,548,6.78806603,118,358,72,104,344,100,0,0,0,0,29,0,64,2,0,109,317,0,0,0,3,5,0,14,5,0,357,164,0,18,0,9,455,93,70,113,149,98,170,378
17031650100,212,1.273673098,51,117,44,84,97,31,0,0,0,18,3,3,14,3,0,8,5,0,0,3,33,54,0,51,17,0,191,16,0,2,0,3,131,81,40,42,46,33,69,143
17031650200,272,1.110854524,68,163,41,74,148,50,0,0,0,21,1,5,51,2,4,0,9,11,0,2,0,131,1,28,6,0,233,19,5,12,1,2,125,147,44,50,77,33,97,175
17031650301,463,1.901168909,107,233,123,155,227,81,0,0,0,12,4,7,59,1,15,38,4,45,0,0,40,124,2,86,26,0,388,53,1,21,0,0,281,182,63,104,98,91,178,285
17031650302,298,1.82212818,75,151,72,75,118,105,0,0,0,2,0,1,79,2,63,11,3,2,0,5,0,76,0,47,7,0,217,61,5,9,2,4,200,98,35,57,74,57,120,178
17031650400,284,1.046128999,97,135,52,114,127,43,0,0,0,0,4,4,74,14,7,13,0,2,0,0,37,17,0,95,17,0,228,41,3,8,1,3,174,110,48,61,50,28,127,157
17031650500,4814,6.009624774,1002,2335,1477,1359,1692,1763,0,0,0,25,1980,5,1127,16,81,9,276,19,0,83,716,99,13,341,24,0,3057,1520,28,161,3,45,3517,1297,835,1101,1167,709,2440,2374
17031660301,107,2.643838707,49,42,16,62,37,8,0,0,0,0,2,0,43,0,0,0,0,0,0,0,0,10,0,34,18,0,73,25,1,6,0,2,75,32,15,8,16,19,48,59
17031660302,175,1.439897966,58,85,32,49,87,39,0,0,0,13,3,6,69,1,1,11,0,0,0,11,0,27,0,26,7,0,117,42,0,16,0,0,111,64,22,28,44,23,70,105
17031660400,139,0.871237911,46,69,24,47,62,30,0,0,0,14,2,0,33,1,0,22,0,2,0,1,0,49,0,0,15,0,103,13,4,17,0,2,75,64,14,22,35,22,64,75
17031660500,271,1.663281535,81,137,53,66,161,44,0,0,0,40,2,0,111,3,55,18,0,0,0,10,0,9,0,17,6,0,198,41,3,26,0,3,199,72,44,64,49,33,145,126
17031660600,366,2.248893837,89,197,80,135,147,84,0,0,0,0,0,3,126,3,0,41,0,0,0,0,28,126,0,21,18,0,220,118,4,16,0,8,259,107,61,81,73,62,141,225
17031660700,460,3.872704385,126,252,82,128,176,156,0,0,0,0,9,0,257,0,0,0,0,0,0,13,0,61,0,72,48,0,234,201,4,13,2,6,363,97,67,106,101,60,254,206
17031660800,100,0.617471835,32,55,13,52,39,9,0,0,0,0,1,0,8,0,0,0,0,9,0,3,0,28,0,2,49,0,65,25,0,9,0,1,50,50,17,15,24,12,32,68
17031660900,199,0.408172703,32,110,57,74,87,38,0,0,0,17,0,0,49,4,0,11,1,0,0,0,6,59,6,29,17,0,112,76,0,11,0,0,161,38,35,62,44,26,97,102
17031661000,684,2.474450274,154,395,135,147,224,313,0,0,0,6,0,0,287,180,0,0,29,11,0,25,1,11,4,74,44,12,408,254,3,17,0,2,524,160,108,170,153,99,479,205
17031661100,49,0.152564536,10,32,7,21,16,12,0,0,0,1,0,2,16,1,0,4,0,6,0,0,0,7,0,0,12,0,33,9,0,4,0,3,35,14,10,7,10,12,28,21
17031670100,45,0.557078756,10,24,11,21,20,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,35,0,0,3,0,7,35,0,3,0,0,45,0,7,12,5,11,7,38
17031670200,27,0.334608068,0,18,9,8,18,1,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,1,0,0,21,6,9,7,8,3,23,4
17031670300,343,4.253533708,61,184,98,48,176,119,0,0,0,0,0,0,25,0,2,0,0,0,0,0,7,300,0,9,0,0,163,171,1,3,0,5,318,25,31,80,103,68,143,200
17031670400,23,0.285143924,3,11,9,9,4,10,0,0,0,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,16,2,1,3,0,1,13,10,5,1,8,6,18,5
17031670500,38,0.247037632,7,20,11,15,22,1,0,0,0,6,0,16,7,0,0,0,0,0,0,3,0,0,0,4,2,0,26,6,0,5,0,1,27,11,7,8,5,11,31,7
17031670600,2,0.024748615,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2
17031670700,207,2.563874053,41,128,38,46,126,35,0,0,0,0,0,0,32,8,0,7,0,0,0,1,0,157,0,0,2,0,87,104,2,14,0,0,191,16,22,40,65,39,55,152
17031670800,96,1.190604324,25,48,23,44,43,9,0,0,0,0,0,0,7,0,0,3,0,12,4,0,0,25,0,4,41,0,38,55,0,3,0,0,88,8,21,16,17,17,24,72
17031670900,18,0.223245133,2,13,3,7,7,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,2,0,0,12,6,6,4,2,4,14,4
17031671100,100,1.647586531,27,62,11,23,23,54,0,0,0,0,0,0,12,0,0,0,0,0,0,0,66,20,0,0,2,0,38,62,0,0,0,0,93,7,6,19,22,26,25,75
17031671200,142,2.346262372,47,68,27,60,61,21,0,0,0,2,0,1,8,0,0,0,4,0,0,0,0,78,0,49,0,0,61,79,1,1,0,0,129,13,8,30,41,16,37,105
17031671300,17,0.141946598,4,9,4,8,7,2,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,1,7,0,4,12,0,1,0,0,16,1,6,0,5,2,12,5
17031671400,57,0.46540986,14,35,8,8,28,21,0,0,0,0,0,0,16,0,0,0,0,0,0,0,41,0,0,0,0,0,31,23,0,3,0,0,55,2,5,14,16,8,20,37
17031671500,271,1.479680725,112,131,28,93,136,42,0,0,0,0,6,0,204,0,0,29,0,2,0,0,0,5,0,20,5,0,125,127,2,15,0,2,220,51,46,43,41,29,143,128
17031671600,46,0.457096712,10,28,8,31,13,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,12,0,23,7,0,15,0,1,34,12,7,8,10,11,31,15
17031671800,14,0.174734228,3,8,3,3,9,2,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,2,0,0,0,0,11,2,0,1,0,0,7,7,4,2,4,1,8,6
17031671900,70,0.879572728,18,38,14,36,26,8,0,0,0,0,0,0,22,27,0,0,15,0,0,0,0,6,0,0,0,0,26,40,0,0,0,4,57,13,12,24,12,4,45,25
17031672000,132,0.536849422,26,71,35,30,61,41,0,0,0,2,38,25,24,10,0,0,1,0,0,4,0,24,0,4,0,0,91,41,0,0,0,0,98,34,20,30,38,18,73,59
17031680500,3,0.037142539,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,2,2,0,0,0,0,3
17031680600,21,0.260312093,6,13,2,6,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,1,0,17,3,0,1,0,0,17,4,3,6,3,3,15,6
17031680900,1127,4.414907796,141,658,328,212,466,449,0,0,0,0,0,17,110,30,2,3,10,0,0,0,0,933,0,16,6,0,218,716,2,171,4,16,1044,83,142,225,315,304,353,774
17031681000,236,1.465476616,44,124,68,101,96,39,0,0,0,1,0,0,29,5,0,4,0,0,0,0,0,149,0,0,48,0,81,142,0,10,0,3,223,13,29,58,72,33,77,159
17031681100,105,0.651266828,47,40,18,66,26,13,0,0,0,0,0,0,24,0,0,0,0,17,0,0,0,12,0,42,10,0,45,56,1,1,0,2,91,14,10,13,16,19,45,60
17031681200,71,0.361534029,9,35,27,22,27,22,0,0,0,0,0,1,12,0,0,0,2,0,0,0,0,48,0,0,8,0,19,39,3,8,0,2,62,9,4,18,20,20,18,53
17031681300,20,0.112203825,0,12,8,8,9,3,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,5,0,1,2,0,6,13,0,1,0,0,20,0,3,7,3,7,10,10
17031681400,94,0.591199011,14,53,27,51,39,4,0,0,0,0,0,0,48,0,0,0,0,7,0,0,0,35,0,0,4,0,35,40,1,12,2,4,75,19,20,21,25,14,28,66
17031690300,1068,8.440186076,205,585,278,387,353,328,0,0,0,0,0,0,1,0,0,0,13,0,0,0,653,329,11,61,0,0,312,703,4,36,0,13,970,98,106,238,297,222,416,652
17031690400,378,2.347361548,113,186,79,122,178,78,0,0,0,0,0,32,155,5,0,0,8,0,0,0,0,41,0,107,30,0,177,176,1,22,0,2,320,58,62,70,84,49,172,206
17031690500,71,0.895954305,6,38,27,10,22,39,0,0,0,46,0,2,2,0,0,0,0,0,0,0,0,17,0,3,1,0,39,29,0,3,0,0,61,10,19,18,21,7,57,14
17031690900,175,1.080435463,24,111,40,77,71,27,0,0,0,0,0,0,10,0,0,0,3,0,0,5,0,128,25,3,1,0,28,143,0,2,0,2,163,12,29,48,47,27,53,122
17031691000,129,0.804756423,30,73,26,60,52,17,0,0,0,0,0,0,76,0,0,0,0,0,0,0,28,3,0,16,6,0,60,56,0,11,0,2,105,24,17,32,34,16,60,69
17031691100,83,0.497060104,8,48,27,28,45,10,0,0,1,0,0,0,12,0,2,0,11,0,0,0,0,57,0,0,0,0,20,62,0,0,0,1,75,8,20,17,23,15,24,59
17031691200,339,1.353286493,73,194,72,103,82,154,0,0,0,7,0,0,20,0,156,19,8,0,0,0,17,23,0,73,16,0,131,194,0,12,0,2,308,31,39,64,92,71,213,126
17031691300,220,1.375076255,64,109,47,99,92,29,0,0,0,0,1,2,119,0,0,6,2,1,0,0,0,55,0,25,9,0,83,121,1,12,1,2,200,20,26,43,53,34,86,134
17031691400,319,1.965821524,64,156,99,126,119,74,0,0,0,43,4,0,25,0,0,0,5,5,0,1,25,45,0,56,110,0,89,205,2,20,0,3,288,31,50,61,89,55,157,162
17031691500,196,1.181711945,41,114,41,55,82,59,0,0,0,0,0,7,14,0,0,7,16,0,0,4,107,30,2,9,0,0,32,159,0,3,0,2,185,11,28,47,49,31,68,128
17031700100,1375,2.406918015,334,761,280,355,746,274,0,0,0,50,187,156,146,93,0,5,0,0,0,391,0,170,0,96,81,0,743,540,10,62,5,15,1041,334,263,287,289,202,757,618
17031700200,1266,3.154869812,213,773,280,183,202,881,0,5,827,0,115,23,19,12,0,55,0,6,0,62,0,12,0,101,29,0,879,322,12,42,3,8,1006,260,122,235,297,399,856,410
17031700301,1253,3.97482873,557,512,184,649,443,161,0,0,0,2,3,4,660,10,0,0,205,133,0,12,83,56,0,69,16,0,876,312,7,39,1,18,1003,250,112,198,229,157,463,790
17031700302,209,0.640926028,56,108,45,72,92,45,0,0,0,17,0,1,76,8,1,25,9,0,0,10,0,16,1,18,11,16,161,41,0,6,0,1,158,51,31,33,52,37,95,114
17031700401,339,0.925369136,64,202,73,123,137,79,0,0,0,3,7,18,31,17,0,9,0,29,0,0,0,79,0,89,44,13,196,121,2,12,0,8,273,66,52,71,83,69,159,180
17031700402,455,1.602616544,140,223,92,175,179,101,0,0,0,13,7,0,204,13,0,22,12,5,0,13,58,12,10,45,41,0,278,143,2,24,0,8,393,62,44,95,106,70,241,214
17031700501,738,1.787985179,139,407,192,349,279,110,0,0,0,42,3,1,97,1,0,2,2,2,0,1,7,539,0,18,23,0,187,515,1,24,1,10,676,62,111,167,209,112,220,518
17031700502,222,0.521424631,55,145,22,88,89,45,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,208,0,0,2,0,19,191,1,6,0,5,216,6,35,66,50,16,37,185
17031710100,47,0.884176238,9,27,11,8,21,18,0,0,0,0,0,0,9,0,0,0,0,0,0,0,26,2,0,8,2,0,15,25,2,5,0,0,45,2,5,10,9,14,22,25
17031710200,110,0.600309342,55,41,14,68,33,9,0,0,0,0,4,1,14,0,0,0,12,1,0,0,0,10,68,0,0,0,37,72,0,1,0,0,101,9,11,20,18,6,50,60
17031710300,356,4.397880978,109,165,82,228,79,49,0,0,0,0,0,64,55,0,12,0,5,2,0,0,2,5,0,96,115,0,128,222,3,2,0,1,316,40,55,76,75,41,143,213
17031710400,76,0.306783854,20,37,19,37,19,20,0,0,0,15,0,0,12,0,0,7,0,0,0,0,0,15,0,20,7,0,40,27,0,6,0,3,66,10,14,17,15,10,38,38
17031710500,157,0.848953262,38,85,34,45,87,25,0,0,0,2,0,31,41,0,0,11,0,2,0,0,0,65,0,3,2,0,50,91,2,11,0,3,145,12,19,32,37,31,63,94
17031710600,57,0.941763866,10,35,12,30,24,3,0,0,0,0,0,0,38,0,0,2,0,11,0,0,0,0,0,6,0,0,28,25,0,3,0,1,48,9,13,11,9,14,21,36
17031710700,200,1.651479811,41,124,35,93,84,23,0,0,0,1,0,1,48,1,0,17,7,10,0,0,77,30,0,1,7,0,43,146,0,8,0,3,184,16,26,52,57,24,72,128
17031710800,351,1.740129194,88,184,79,109,176,66,0,0,0,38,21,0,80,0,0,7,16,0,0,0,30,38,0,118,3,0,97,232,0,18,2,2,338,13,49,89,73,52,169,182
17031710900,591,2.413739826,96,307,188,103,324,164,0,0,0,7,115,16,171,248,0,0,16,0,0,0,0,4,0,10,4,0,239,338,2,8,0,4,516,75,115,148,166,66,381,210
17031711000,29,0.179347082,5,20,4,12,11,6,0,0,0,17,0,0,3,0,0,0,0,1,0,2,3,0,0,3,0,0,13,15,0,1,0,0,26,3,3,11,3,7,23,6
17031711100,111,0.68691735,51,45,15,71,38,2,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,24,0,54,1,0,32,73,0,4,0,2,106,5,11,23,16,10,46,65
17031711200,206,0.756322698,48,114,44,88,92,26,0,0,0,18,0,16,54,40,0,0,8,4,0,6,12,33,0,15,0,0,72,125,1,3,1,4,185,21,22,58,51,27,115,91
17031711300,161,1.861449361,23,84,54,60,76,25,0,0,0,0,0,0,10,0,0,64,0,22,0,0,32,17,0,16,0,0,42,110,1,4,0,4,143,18,16,36,54,32,62,99
17031711400,271,1.467164677,38,126,107,66,139,66,0,0,0,0,38,12,103,63,0,3,12,12,0,13,8,0,0,3,4,0,100,157,0,8,0,6,232,39,52,58,92,31,168,103
17031720100,573,1.175858224,182,258,133,242,220,111,0,0,0,4,0,1,113,0,0,36,3,24,0,46,109,43,1,157,36,0,373,167,5,22,0,6,498,75,70,106,110,105,243,330
17031720200,652,1.580965492,158,339,155,202,283,167,0,0,0,3,73,2,99,0,12,106,3,18,0,29,97,130,6,48,26,0,369,268,2,6,0,7,597,55,63,134,154,143,231,421
17031720300,1242,3.983721674,303,693,246,574,474,194,0,0,0,4,0,71,161,1,0,54,16,215,0,330,0,275,0,69,46,0,537,657,7,26,1,14,1096,146,155,263,313,208,535,707
17031720400,395,2.409979568,130,180,85,144,162,89,0,0,0,0,0,4,14,0,0,11,3,13,0,10,64,154,0,104,18,0,253,130,0,5,0,7,363,32,27,82,87,69,147,248
17031720500,392,1.522169945,98,201,93,182,151,59,0,0,0,7,17,14,32,0,12,18,6,16,0,73,6,33,86,67,5,0,325,48,0,15,0,4,329,63,51,67,98,78,233,159
17031720600,254,1.765015363,64,125,65,86,112,56,0,0,0,5,0,0,45,1,0,7,1,51,0,5,9,49,0,69,12,0,176,62,0,10,0,6,225,29,27,50,56,57,81,173
17031720700,255,0.982930189,52,149,54,44,130,81,0,0,0,0,0,2,7,4,0,11,0,6,0,6,173,27,0,14,5,0,112,135,2,4,0,2,239,16,21,50,67,65,74,181
17031730100,49,0.300347367,6,33,10,10,26,13,0,0,0,0,0,0,3,4,0,0,0,1,0,1,0,40,0,0,0,0,5,44,0,0,0,0,48,1,12,6,18,7,16,33
17031730201,170,0.688083234,29,90,51,47,99,24,0,0,0,45,1,4,54,0,0,17,0,17,0,6,0,1,0,4,21,0,91,68,0,10,0,1,147,23,34,36,39,32,83,87
17031730202,335,1.547280086,57,206,72,102,167,66,0,0,0,0,32,6,38,1,0,0,1,0,0,0,0,247,0,9,1,0,76,250,2,5,0,2,313,22,47,91,97,43,91,244
17031730300,279,3.792814731,97,113,69,134,99,46,0,0,0,1,0,0,261,0,0,10,0,3,0,0,0,4,0,0,0,0,205,70,0,3,0,1,251,28,26,68,63,25,129,150
17031730400,709,2.244912876,190,410,109,170,258,281,0,0,0,2,6,0,14,0,0,0,0,0,0,5,356,207,0,113,6,0,177,509,3,13,0,7,664,45,91,131,182,115,224,485
17031730500,583,1.795603466,106,372,105,83,171,329,0,0,3,0,0,2,4,16,437,12,0,0,0,0,0,24,0,25,60,0,198,365,4,9,0,7,526,57,54,139,160,124,324,259
17031730600,88,0.353550809,19,43,26,34,41,13,0,0,0,0,0,0,5,6,0,0,4,6,0,0,0,10,0,43,14,0,31,54,0,2,0,1,81,7,15,21,22,11,47,41
17031730700,108,0.442314069,30,56,22,51,42,15,0,0,0,5,0,0,16,0,0,0,0,8,0,0,7,40,0,32,0,0,18,85,0,5,0,0,107,1,13,20,31,14,46,62
17031740100,751,3.409704598,225,353,173,316,298,137,0,0,0,4,5,8,241,4,0,60,13,15,18,130,0,114,2,94,43,0,536,197,0,12,1,5,671,80,81,177,171,97,358,393
17031740200,1712,3.523490851,480,751,481,767,469,476,0,0,0,13,6,0,145,3,3,2,4,6,0,122,1063,201,0,91,53,0,1332,317,6,43,1,13,1519,193,145,309,364,414,657,1055
17031740300,358,1.096950053,81,174,103,148,135,75,0,0,0,35,16,2,64,0,0,7,0,8,8,9,37,56,4,45,67,0,319,24,2,10,0,3,315,43,40,87,88,62,129,229
17031740400,444,0.632944888,84,242,118,120,109,215,0,0,0,31,0,0,59,0,0,0,7,1,0,15,153,100,0,34,44,0,359,46,2,27,1,9,393,51,33,95,107,125,224,220
17031750100,193,0.607556699,35,125,33,50,63,80,0,0,0,73,1,0,25,1,0,1,8,9,0,2,29,18,0,21,5,0,94,92,0,7,0,0,144,49,30,50,44,34,110,83
17031750200,302,0.932246997,54,157,91,70,112,120,0,0,0,5,0,41,10,9,0,13,0,118,0,0,0,78,16,10,2,0,190,94,3,13,1,1,281,21,28,47,83,90,88,214
17031750300,383,2.342122282,141,160,82,158,114,111,0,0,0,19,1,51,168,0,1,3,2,7,0,0,19,71,0,13,28,0,305,60,4,10,0,4,339,44,25,53,97,67,163,220
17031750400,575,2.337306657,112,294,169,134,195,246,0,0,0,75,0,4,7,0,3,4,0,88,0,33,70,238,17,20,16,0,435,121,0,16,2,1,512,63,49,125,144,145,203,372
17031750500,1396,2.142883686,435,695,266,593,520,283,0,0,0,9,30,0,408,0,0,4,2,9,0,80,125,599,0,64,66,0,734,600,2,46,2,12,1241,155,161,302,314,184,406,990
17031750600,419,1.288117374,166,171,82,234,133,52,0,0,0,3,0,0,192,0,0,0,0,11,0,0,0,48,0,156,9,0,209,202,2,3,0,3,381,38,37,99,82,35,177,242
17031760801,12366,38.4787823,2055,7868,2443,1221,2872,8273,0,0,71,261,470,1280,37,56,2403,926,319,2421,861,2109,309,266,0,326,251,0,9401,1891,43,899,11,121,10794,1572,946,2060,2931,4374,7355,5011
17031760802,855,0.556861386,183,498,174,124,182,549,0,0,0,596,5,3,28,24,0,31,9,10,0,4,0,27,13,88,17,0,736,58,9,42,3,7,693,162,121,171,201,179,618,237
17031760803,197,1.04852166,28,127,42,94,84,19,0,0,0,18,1,0,5,51,0,18,1,6,0,4,1,2,0,78,12,0,167,3,1,21,0,5,167,30,36,48,48,37,119,78
17031770201,2200,#N/A,533,1134,533,725,634,841,0,0,0,78,10,100,69,22,121,26,63,101,0,50,25,438,370,249,78,400,1953,95,3,125,3,21,1963,237,152,401,528,586,1062,1138
17031770202,7976,#N/A,1411,4709,1856,989,2457,4530,0,0,0,208,5,389,233,8,383,1080,14,264,70,195,6,3963,8,1070,65,15,6153,642,33,1033,10,105,6904,1072,551,1321,1882,2811,2771,5205
17031770300,11148,#N/A,1479,6599,3070,1108,3853,6187,0,3,0,912,4227,2329,230,1617,86,6,226,31,0,555,441,68,7,266,144,0,9432,624,59,941,10,82,8609,2539,1575,2456,2858,2780,7606,3542
17031770400,17166,#N/A,2372,10342,4452,2726,5825,8615,0,5,0,1798,2437,1374,336,769,442,592,179,3135,75,4137,31,401,52,545,858,0,14477,1109,85,1263,33,199,14122,3044,2158,3461,4242,4933,9592,7574
17031770500,12814,#N/A,1731,7595,3488,1212,4195,7407,2,0,12,157,4565,2980,664,2140,37,6,191,265,29,958,5,10,0,387,406,0,10857,911,64,856,17,109,9785,3029,1948,2771,3351,3013,8839,3975
17031770601,5248,#N/A,867,2855,1526,606,1427,3215,0,0,0,58,1301,224,428,194,3,16,51,223,1778,96,340,251,13,216,53,3,4425,290,15,451,9,58,4254,994,665,818,1133,1765,3143,2105
17031770602,8893,6.494939312,1669,4952,2272,1722,3202,3969,0,0,0,750,1726,1324,1117,653,13,259,276,283,323,609,54,354,18,924,196,14,7137,940,34,667,17,98,7135,1758,1132,1832,2254,2006,5237,3656
17031770700,20781,#N/A,4308,11842,4631,3102,5421,12258,1,0,0,328,665,2084,686,271,447,1719,510,1814,1674,1391,68,2116,56,4978,1087,886,16590,2361,83,1447,26,274,17316,3465,2066,3504,4705,6198,10222,10559
17031770800,3455,#N/A,656,1887,912,703,1506,1246,0,0,0,178,612,668,125,259,0,27,21,105,0,766,1,24,0,368,115,186,2879,312,32,161,10,61,2657,798,519,726,838,716,2248,1207
17031770901,455,#N/A,98,246,111,153,201,101,0,0,0,43,5,1,12,17,0,111,41,27,0,20,7,48,1,80,42,0,385,20,2,37,0,11,388,67,49,91,86,131,214,241
17031770902,366,1.271628279,86,189,91,116,133,117,0,0,0,25,3,0,135,17,0,20,0,17,0,40,51,10,0,19,29,0,320,14,3,21,0,8,320,46,22,69,99,90,172,194
17031800100,302,#N/A,55,164,83,56,83,163,0,0,0,2,0,0,1,4,0,27,6,68,0,0,47,38,4,57,48,0,246,17,0,33,3,3,274,28,26,47,71,103,159,143
17031800200,3272,#N/A,602,1748,922,842,985,1445,0,0,0,68,6,15,372,27,65,263,29,89,11,64,666,116,771,315,102,293,2848,229,14,136,5,40,2892,380,297,549,751,1073,1518,1754
17031800300,738,#N/A,163,371,204,268,286,184,0,0,0,13,0,14,44,0,3,11,9,26,0,31,179,24,96,232,56,0,597,57,5,69,0,10,646,92,66,132,186,191,315,423
17031800400,1807,#N/A,209,1040,558,412,377,1018,0,0,0,0,0,11,77,0,0,19,20,55,4,0,1227,153,20,102,111,8,1586,124,6,77,1,13,1719,88,99,264,447,788,720,1087
17031800500,1229,#N/A,209,630,390,332,376,521,0,0,0,20,0,11,181,1,74,55,14,40,2,15,400,83,84,103,146,0,1127,38,3,52,0,9,1108,121,90,206,311,413,411,818
17031800600,609,#N/A,80,317,212,125,172,312,0,0,0,2,0,21,18,0,0,3,2,7,0,53,221,208,5,0,33,36,532,43,2,27,0,5,561,48,48,92,155,234,159,450
17031800700,1768,#N/A,408,894,466,518,509,741,1,0,0,35,2,19,569,0,13,38,24,61,0,12,608,67,32,104,183,0,1521,131,2,98,3,13,1563,205,157,251,388,564,669,1099
17031800800,2198,#N/A,469,1084,645,488,568,1142,0,0,0,96,51,31,69,1,23,120,12,297,433,103,18,328,186,222,110,98,1926,124,3,113,2,30,2049,149,148,315,545,721,1013,1185
17031800900,1065,#N/A,339,508,218,264,485,316,0,0,0,20,0,9,39,0,1,344,1,121,0,23,249,44,21,169,24,0,743,226,2,80,0,14,905,160,96,153,209,268,342,723
17031801000,803,#N/A,175,392,236,199,286,318,0,0,0,56,9,19,90,3,2,9,66,39,0,26,217,71,111,34,51,0,678,65,4,42,1,13,710,93,64,141,181,242,348,455
17031801100,1718,#N/A,358,828,532,529,524,665,0,0,0,31,20,13,306,0,115,18,137,99,0,74,143,29,262,124,51,296,1474,119,6,97,1,21,1552,166,147,300,388,525,879,839
17031801200,643,#N/A,165,284,194,231,234,178,11,0,0,3,2,9,165,2,0,10,27,18,0,0,63,77,22,83,151,0,547,59,2,26,0,9,555,88,62,113,124,179,269,374
17031801300,1122,#N/A,232,554,336,374,401,347,4,0,0,59,11,62,106,4,4,42,11,50,0,10,83,305,20,265,86,0,861,112,4,131,0,14,1020,102,94,202,248,346,465,657
17031801400,327,#N/A,49,177,101,92,132,103,0,0,0,14,18,0,8,10,2,2,27,59,0,28,0,43,0,64,52,0,268,18,3,34,0,4,257,70,40,67,72,99,170,157
17031801500,13576,#N/A,3559,6926,3091,4294,4862,4420,0,0,2,53,14,280,2329,72,192,1145,374,1527,112,2829,261,1231,1178,1589,387,1,11169,1422,69,683,22,211,11348,2228,1378,2270,2981,3388,6393,7183
